hash,date,year_month,files,insertions,deletions,churn,entropy,num_authors,msg_len
f7983ae,2018-01-03,2018-01,1,1,1,2,0.0,1,51
2bec58f,2018-01-03,2018-01,0,1,1,0,0.0,1,79
3012d20,2018-01-04,2018-01,1,3,5,8,0.0,1,7
c2bac6d,2018-01-04,2018-01,0,10,8,0,0.0,1,82
c11fe5d,2018-01-04,2018-01,2,39,28,67,1.9861,1,75
0a33954,2018-01-04,2018-01,2,47,27,74,3.7775,1,76
54f3d21,2018-01-04,2018-01,0,39,29,0,0.0,1,100
26f413e,2018-01-04,2018-01,0,47,27,0,0.0,1,97
06f96df,2018-01-05,2018-01,2,10,2,12,3.3981,1,40
40745bb,2018-01-05,2018-01,0,10,2,0,0.0,1,94
ffca68f,2018-01-05,2018-01,1,8,16,24,0.0,1,39
333865e,2018-01-05,2018-01,1,10,2,12,0.0,1,42
eebc0ed,2018-01-05,2018-01,0,41,18,0,0.0,1,74
22e0723,2018-01-06,2018-01,2,3,16,19,3.8886,1,31
60eecb5,2018-01-06,2018-01,4,4,5,9,6.101,1,45
2433522,2018-01-06,2018-01,10,154,74,228,22.5167,1,72
3738f7f,2018-01-10,2018-01,2,58,39,97,5.6436,1,135
f2cf4d0,2018-01-10,2018-01,0,58,39,0,0.0,1,89
8bdf820,2018-01-10,2018-01,2,43,18,61,5.3282,1,37
2949306,2018-01-10,2018-01,0,43,18,0,0.0,1,86
87c2e12,2018-01-10,2018-01,7,129,83,211,18.1038,1,33
c3a9978,2018-01-10,2018-01,0,129,83,0,0.0,1,71
a964671,2018-01-14,2018-01,1,1,1,2,0.0,1,20
22708b0,2018-01-14,2018-01,0,1,1,0,0.0,1,71
a1d9ebe,2018-01-23,2018-01,5,61,4,65,10.2234,1,59
db5735c,2018-01-23,2018-01,1,1,1,2,0.0,1,75
2beedab,2018-01-22,2018-01,3,159,8,167,7.9927,1,39
8ff0cef,2018-01-23,2018-01,0,159,8,0,0.0,1,86
382b135,2018-01-23,2018-01,4,32,29,61,10.9411,1,22
0570393,2018-01-22,2018-01,1,3,3,6,0.0,1,29
e21abd9,2018-01-23,2018-01,0,67,7,0,0.0,1,106
213afec,2018-01-23,2018-01,3,13,16,27,3.6215,1,53
8a1f362,2018-01-23,2018-01,1,11,11,22,0.0,1,29
83b5625,2018-01-23,2018-01,0,3,3,0,0.0,1,75
2cba0d7,2018-01-28,2018-01,1,27,10,37,0.0,1,42
03a2996,2018-01-28,2018-01,0,36,0,0,0.0,1,100
8bddd3b,2018-01-28,2018-01,1,3,0,3,0.0,1,31
72115ec,2018-01-28,2018-01,0,3,0,0,0.0,1,85
7fb2ddc,2018-01-28,2018-01,1,13,3,16,0.0,1,78
94aaa24,2018-01-28,2018-01,0,13,3,0,0.0,1,101
ae30fe7,2018-01-28,2018-01,2,50,0,50,1.8574,1,29
8c2c802,2018-01-28,2018-01,0,50,0,0,0.0,1,82
af32ea0,2018-02-06,2018-02,4,29,32,61,10.2511,1,24
f9c6f38,2018-02-06,2018-02,0,29,32,0,0.0,1,72
9bf5c3b,2018-02-07,2018-02,16,310,653,962,29.8041,1,183
310fbfc,2018-02-08,2018-02,52,167,52,219,41.5956,1,68
a9a078c,2018-02-08,2018-02,1,9,0,9,0.0,1,32
4309c7c,2018-02-08,2018-02,0,486,705,0,0.0,1,63
575021c,2018-02-12,2018-02,1,2,2,4,0.0,1,47
79f34f1,2018-02-13,2018-02,0,2,2,0,0.0,1,111
cf5525f,2018-02-19,2018-02,6,140,12,152,16.4179,1,48
4a7db66,2018-02-19,2018-02,0,140,12,0,0.0,1,103
8cec201,2018-02-19,2018-02,4,52,7,59,9.0717,1,127
82f0d12,2018-02-23,2018-02,4,56,44,100,11.2745,1,230
f808c20,2018-02-23,2018-02,0,82,25,0,0.0,1,104
0887245,2018-02-12,2018-02,1,2,0,2,0.0,1,124
401423d,2018-02-23,2018-02,3,20,4,24,6.0314,1,70
b16592a,2018-02-23,2018-02,0,20,2,0,0.0,1,109
303a3d2,2018-02-24,2018-02,1,13,14,27,0.0,1,38
b0c1da1,2018-02-24,2018-02,0,13,14,0,0.0,1,100
6248956,2018-02-24,2018-02,1,7,6,13,0.0,1,19
5f42989,2018-02-28,2018-02,2,2,2,4,2.3219,1,37
cc6c618,2018-02-28,2018-02,0,2,2,0,0.0,1,90
4462cc5,2018-02-28,2018-02,3,41,128,164,9.9173,1,83
d72612d,2018-02-28,2018-02,0,41,128,0,0.0,1,80
f739149,2018-03-06,2018-03,1,1,0,1,0.0,1,32
095d36a,2018-03-05,2018-03,0,1,0,0,0.0,1,78
a2ea186,2018-03-06,2018-03,1,1,1,2,0.0,1,17
cc51ace,2018-03-22,2018-03,1,3,2,5,0.0,1,37
08e61ea,2018-03-22,2018-03,1,5,0,5,0.0,1,18
47a0086,2018-03-22,2018-03,0,5,0,0,0.0,1,68
2411707,2018-04-08,2018-04,7,542,375,910,21.2781,1,19
16d83d6,2018-04-09,2018-04,0,542,375,0,0.0,1,76
c3dd7b8,2018-02-09,2018-02,92,3340,2237,5567,68.7209,1,33
c3e2ff2,2018-04-09,2018-04,0,3340,2237,0,0.0,1,82
46dc146,2018-04-09,2018-04,1,17,9,26,0.0,1,47
abba4b2,2018-04-09,2018-04,0,17,9,0,0.0,1,97
2f9be68,2018-03-18,2018-03,1,6,0,6,0.0,1,39
8c0d8c1,2018-04-09,2018-04,0,6,0,0,0.0,1,85
171eb28,2018-03-19,2018-03,3,30,6,36,6.9026,1,47
0cbe698,2018-04-09,2018-04,0,30,6,0,0.0,1,139
ab41422,2018-04-10,2018-04,4,82,26,108,11.4112,1,38
465b48e,2018-04-10,2018-04,0,82,26,0,0.0,1,91
d8bf589,2018-04-10,2018-04,0,65,5,0,0.0,1,91
aab4c8c,2018-04-10,2018-04,0,9,9,0,0.0,1,108
0e1e9a0,2018-04-10,2018-04,3,67,23,90,9.1423,1,38
b178e89,2018-04-10,2018-04,0,67,23,0,0.0,1,105
b354c37,2018-04-10,2018-04,1,10,14,23,0.0,1,24
fce1885,2018-04-12,2018-04,21,341,13,354,33.133,1,27
746b91d,2018-04-12,2018-04,0,341,13,0,0.0,1,77
1e84c67,2018-04-12,2018-04,5,10,8,18,9.4019,1,19
3a0ea72,2018-04-12,2018-04,2,12,11,23,4.5787,1,28
8f5168c,2018-04-18,2018-04,1,6,3,9,0.0,1,69
49a38ed,2018-04-12,2018-04,25,190,590,780,21.5517,1,43
5fba092,2018-04-18,2018-04,0,190,590,0,0.0,1,94
679bf00,2018-04-12,2018-04,26,164,659,822,25.5491,1,43
0ff3f72,2018-04-18,2018-04,0,164,659,0,0.0,1,114
84efe4d,2018-04-18,2018-04,1,8,8,16,0.0,1,18
be46acb,2018-04-18,2018-04,2,8,1,9,2.5386,1,41
80a9e0e,2018-04-18,2018-04,2,7,5,12,2.4054,1,54
e102e5c,2018-04-18,2018-04,0,11,6,0,0.0,1,168
1654937,2018-04-18,2018-04,1,155,149,304,0.0,1,25
fc6a1d9,2018-04-19,2018-04,2,20,4,24,4.2644,1,208
eaedb93,2018-04-19,2018-04,1,1,1,2,0.0,1,284
324b4ea,2018-04-19,2018-04,0,21,5,0,0.0,1,95
93698b5,2018-04-20,2018-04,1,18,0,18,0.0,1,41
b7f6ff4,2018-04-21,2018-04,1,4,1,5,0.0,1,25
64ac1b0,2018-04-21,2018-04,1,1,4,5,0.0,1,97
86a9177,2018-04-22,2018-04,1,1,0,1,0.0,1,21
0123e65,2018-04-23,2018-04,0,1,0,0,0.0,1,73
d0214c9,2018-04-23,2018-04,1,1,1,2,0.0,1,19
7df3524,2018-04-24,2018-04,1,1,1,2,0.0,1,16
4df5f82,2018-04-24,2018-04,0,1,1,0,0.0,1,62
44dc322,2018-04-26,2018-04,1,1,0,1,0.0,1,15
4137aec,2018-04-26,2018-04,1,1,0,1,0.0,1,15
2ede0b8,2018-04-26,2018-04,2,12,1,13,2.3582,1,15
22992a0,2018-04-26,2018-04,1,1,1,2,0.0,1,15
10a77a5,2018-04-25,2018-04,1,5,0,5,0.0,1,53
5c8110d,2018-04-26,2018-04,1,7,5,12,0.0,1,28
062745b,2018-04-26,2018-04,0,7,0,0,0.0,1,103
63deee0,2018-04-26,2018-04,2,51,33,84,1.0404,1,14
1a9e58e,2018-04-26,2018-04,1,1,1,2,0.0,1,29
23047a7,2018-04-26,2018-04,1,1,1,2,0.0,1,33
216151c,2018-04-26,2018-04,0,17,1,0,0.0,1,31
36e68a4,2018-04-26,2018-04,1,3,1,4,0.0,1,11
291f3c3,2018-04-26,2018-04,1,1,1,2,0.0,1,26
9d0b163,2018-04-26,2018-04,2,5,3,8,3.1699,1,11
46a7107,2018-04-26,2018-04,1,1,1,2,0.0,1,26
79d3ff9,2018-04-26,2018-04,1,1,1,2,0.0,1,30
d60f213,2018-04-26,2018-04,1,1,1,2,0.0,1,32
987b009,2018-04-26,2018-04,1,0,1,1,0.0,1,13
732c5b0,2018-04-26,2018-04,1,1,0,1,0.0,1,39
fafb827,2018-04-26,2018-04,1,1,1,2,0.0,1,19
0f3b9d7,2018-04-26,2018-04,0,1,0,0,0.0,1,96
0997e7c,2018-04-26,2018-04,1,0,1,1,0.0,1,13
ba33500,2018-04-26,2018-04,1,6,0,6,0.0,1,19
9ed0d06,2018-04-26,2018-04,1,6,0,6,0.0,1,21
08ef4d0,2018-04-26,2018-04,1,1,0,1,0.0,1,22
8ceff65,2018-04-26,2018-04,1,1,0,1,0.0,1,22
3f81582,2018-04-26,2018-04,1,1,0,1,0.0,1,22
a2536e1,2018-04-27,2018-04,1,2,0,2,0.0,1,50
6663bf1,2018-04-27,2018-04,3,5,1,6,4.0963,1,42
f7ac3a7,2018-04-27,2018-04,0,11,1,0,0.0,1,30
4d4294e,2018-04-27,2018-04,1,5,1,6,0.0,1,16
ad1ce27,2018-04-27,2018-04,1,1,1,2,0.0,1,93
a22d143,2018-04-26,2018-04,1,1,0,1,0.0,1,39
78b56db,2018-04-27,2018-04,1,0,1,1,0.0,1,111
ea316d2,2018-04-27,2018-04,0,1,1,0,0.0,1,81
5d00869,2018-04-27,2018-04,1,12,3,15,0.0,1,41
32e813f,2018-04-27,2018-04,0,12,1,0,0.0,1,162
9394c38,2018-04-27,2018-04,1,1,1,2,0.0,1,93
3666a58,2018-04-27,2018-04,1,1,1,2,0.0,1,67
9b6878a,2018-04-27,2018-04,1,1,1,2,0.0,1,115
d4fb9d5,2018-04-27,2018-04,0,1,1,0,0.0,1,124
5239458,2018-04-27,2018-04,0,1,1,0,0.0,1,77
4d0cdf9,2018-04-27,2018-04,2,16,13,29,4.1696,1,47
27d56c1,2018-04-27,2018-04,0,16,13,0,0.0,1,107
b573a86,2018-04-28,2018-04,2,27,8,35,4.4623,1,44
4c8ec8f,2018-04-28,2018-04,0,27,8,0,0.0,1,123
bac5d6b,2018-04-27,2018-04,1,4,1,5,0.0,1,49
5965cb7,2018-04-28,2018-04,4,50,7,57,10.9568,1,43
6f84cf4,2018-04-29,2018-04,0,50,4,0,0.0,1,87
104808b,2018-04-29,2018-04,1,4,2,6,0.0,1,43
6b2127b,2018-04-29,2018-04,0,4,2,0,0.0,1,71
f138707,2018-04-29,2018-04,1,1,1,2,0.0,1,48
73bf519,2018-04-29,2018-04,0,1,1,0,0.0,1,109
b147d42,2018-04-29,2018-04,1,8,0,8,0.0,1,14
5beb3be,2018-04-29,2018-04,1,1,1,2,0.0,1,29
e8fd06a,2018-04-29,2018-04,1,1,1,2,0.0,1,33
81bde0d,2018-04-29,2018-04,0,6,0,0,0.0,1,52
6e1e3e0,2018-04-29,2018-04,1,6,4,10,0.0,1,34
7567cc0,2018-04-29,2018-04,1,19,2,21,0.0,1,13
a15795c,2018-04-29,2018-04,1,1,1,2,0.0,1,28
c9ab9ef,2018-04-29,2018-04,1,1,1,2,0.0,1,32
4f155fb,2018-04-29,2018-04,1,6,0,6,0.0,1,21
1fa9185,2018-04-29,2018-04,0,154,38,0,0.0,1,30
639a2a1,2018-04-29,2018-04,1,2,0,2,0.0,1,18
9b6845f,2018-04-29,2018-04,0,2,0,0,0.0,1,52
c26a50b,2018-04-29,2018-04,0,2,0,0,0.0,1,30
a675007,2018-04-30,2018-04,1,1,1,2,0.0,1,33
0be9556,2018-04-30,2018-04,0,1,1,0,0.0,1,83
5a75da5,2018-04-30,2018-04,1,1,1,2,0.0,1,33
3fd7abe,2018-04-30,2018-04,1,2,2,4,0.0,1,16
35afec3,2018-04-30,2018-04,0,0,0,0,0.0,1,30
f7a3bdc,2018-05-01,2018-05,2,5,1,6,1.8248,1,26
b21b4d1,2018-05-01,2018-05,2,8,3,11,3.5636,1,20
a6a6810,2018-05-02,2018-05,0,12,3,0,0.0,1,78
b4e0926,2018-05-02,2018-05,1,4,0,4,0.0,1,37
ad09134,2018-05-02,2018-05,0,4,0,0,0.0,1,87
4dc3ba5,2018-05-02,2018-05,1,10,2,12,0.0,1,13
dfd3619,2018-05-02,2018-05,1,1,1,2,0.0,1,28
939c77a,2018-05-02,2018-05,2,7,1,8,2.5717,1,32
9bee619,2018-05-02,2018-05,0,32,5,0,0.0,1,30
676efcc,2018-05-03,2018-05,1,7,1,8,0.0,1,50
725f391,2018-05-08,2018-05,1,2,0,2,0.0,1,215
335dcf8,2018-05-08,2018-05,1,4,3,7,0.0,1,46
7201190,2018-05-08,2018-05,0,4,1,0,0.0,1,97
8c9df3f,2018-05-08,2018-05,0,7,1,0,0.0,1,100
1c2a2cd,2018-05-03,2018-05,1,7,1,8,0.0,1,50
a35a97e,2018-05-08,2018-05,0,7,1,0,0.0,1,52
be8e0fc,2018-05-12,2018-05,1,1,4,5,0.0,1,212
0303653,2018-05-13,2018-05,0,1,4,0,0.0,1,139
07b9ff6,2018-05-16,2018-05,1,1,1,2,0.0,1,35
cae0378,2018-05-16,2018-05,0,1,1,0,0.0,1,88
a913b4d,2018-05-16,2018-05,2,4,4,8,3.1699,1,36
401d7f9,2018-05-17,2018-05,0,4,4,0,0.0,1,139
9d0bc52,2018-05-21,2018-05,1,3,3,6,0.0,1,24
027aeec,2018-05-20,2018-05,0,3,3,0,0.0,1,70
c853d11,2018-05-21,2018-05,1,1,1,2,0.0,1,128
54869a0,2018-05-21,2018-05,0,1,1,0,0.0,1,85
1955d6a,2018-05-22,2018-05,1,30,15,45,0.0,1,80
4ce4434,2018-05-24,2018-05,1,1,1,2,0.0,1,214
d22491a,2018-05-24,2018-05,0,1,1,0,0.0,1,99
b51ab3f,2018-05-28,2018-05,3,27,10,37,6.9781,1,100
99c56ea,2018-05-28,2018-05,0,27,10,0,0.0,1,96
7cc71cc,2018-05-28,2018-05,1,1,2,3,0.0,1,40
79fc8e5,2018-05-28,2018-05,0,1,2,0,0.0,1,79
8cdd01e,2018-05-28,2018-05,1,2,0,2,0.0,1,45
8fa3ed1,2018-05-29,2018-05,1,1,1,2,0.0,1,13
8080ead,2018-05-29,2018-05,0,2,0,0,0.0,1,89
0b4296f,2018-05-29,2018-05,1,1,1,2,0.0,1,26
b34c717,2018-05-29,2018-05,3,21,15,36,6.0808,1,87
4025e27,2018-05-31,2018-05,1,16,0,16,0.0,1,53
b6a8f75,2018-05-31,2018-05,0,16,0,0,0.0,1,125
9c0e110,2018-06-03,2018-06,0,30,15,0,0.0,1,68
d0088e6,2018-06-13,2018-06,1,2,0,2,0.0,1,146
673e5af,2018-06-13,2018-06,0,2,0,0,0.0,1,96
076dddb,2018-06-13,2018-06,1,1,1,2,0.0,1,10
b2ec6a3,2018-06-14,2018-06,0,1,1,0,0.0,1,120
50227f0,2018-05-08,2018-05,3,39,9,48,7.1557,1,204
1a9caed,2018-06-14,2018-06,0,39,9,0,0.0,1,112
161c436,2018-06-14,2018-06,0,95,39,0,0.0,1,30
f036308,2018-06-15,2018-06,1,1,1,2,0.0,1,26
0559f7c,2018-06-15,2018-06,0,1,1,0,0.0,1,75
27e67da,2018-06-17,2018-06,1,1,1,2,0.0,1,42
7627d9c,2018-06-17,2018-06,0,1,1,0,0.0,1,106
c92c1e9,2018-06-20,2018-06,1,6,4,10,0.0,1,44
827536e,2018-06-20,2018-06,0,6,4,0,0.0,1,96
d362399,2018-06-27,2018-06,1,0,4,4,0.0,1,49
c5af1be,2018-06-27,2018-06,1,1,1,2,0.0,1,43
bb63298,2018-06-27,2018-06,1,1,1,2,0.0,1,50
f4b0f64,2018-06-27,2018-06,0,1,1,0,0.0,1,59
81c2a1e,2018-06-28,2018-06,0,0,4,0,0.0,1,120
b6edad6,2018-06-28,2018-06,0,1,1,0,0.0,1,136
d5c465d,2018-06-29,2018-06,1,2,2,4,0.0,1,41
0bb25eb,2018-06-28,2018-06,0,2,2,0,0.0,1,131
15b2301,2018-06-29,2018-06,1,1,1,2,0.0,1,141
06b189b,2018-06-29,2018-06,0,1,1,0,0.0,1,101
72dfb67,2018-07-11,2018-07,1,9,0,9,0.0,1,59
e771016,2018-07-11,2018-07,3,17,17,34,5.572,1,59
c7791bb,2018-07-20,2018-07,1,6,4,10,0.0,1,166
93e4b71,2018-07-20,2018-07,0,6,4,0,0.0,1,98
345685c,2018-07-20,2018-07,0,26,17,0,0.0,1,127
f45ceec,2018-07-25,2018-07,1,1,1,2,0.0,1,21
7d9dcfa,2018-07-24,2018-07,0,1,1,0,0.0,1,67
b9b88b0,2018-08-24,2018-08,1,1,2,3,0.0,1,103
21b0aa6,2018-09-09,2018-09,19,112,112,224,28.5425,1,136
3e86fd2,2018-09-17,2018-09,1,1,0,1,0.0,1,39
067c772,2018-09-17,2018-09,1,1,6,7,0.0,1,25
d493e3e,2018-09-17,2018-09,0,2,6,0,0.0,1,85
ba868d6,2018-09-17,2018-09,2,16,80,96,2.4863,1,20
0f4c9f1,2018-09-17,2018-09,1,48,47,95,0.0,1,22
19a0a7d,2018-09-17,2018-09,0,56,119,0,0.0,1,93
47dadcf,2018-09-19,2018-09,1,1,1,2,0.0,1,248
c92001d,2018-09-19,2018-09,0,1,1,0,0.0,1,91
363205b,2018-09-19,2018-09,1,1,1,2,0.0,1,248
eae6440,2018-09-19,2018-09,1,4,4,8,0.0,1,334
357b710,2018-09-21,2018-09,1,4,9,13,0.0,1,246
393bd46,2018-09-21,2018-09,0,4,4,0,0.0,1,113
0b7a74d,2018-09-21,2018-09,1,10,5,15,0.0,1,21
aa7e15d,2018-09-19,2018-09,1,1,2,3,0.0,1,120
9a2e6ea,2018-09-23,2018-09,0,1,2,0,0.0,1,80
d7eea1b,2018-09-30,2018-09,1,1,1,2,0.0,1,26
673772c,2018-10-13,2018-10,1,1,1,2,0.0,1,20
9bc87d0,2018-10-23,2018-10,1,3,2,5,0.0,1,53
70b4509,2018-10-23,2018-10,0,3,2,0,0.0,1,98
c38499b,2018-10-24,2018-10,2,17,4,21,2.0233,1,507
0038a67,2018-10-24,2018-10,0,17,4,0,0.0,1,121
eef6c34,2018-10-25,2018-10,1,1,0,1,0.0,1,25
