month,entropy,commit_count,avg_insertions,avg_deletions,month_str,is_release,repo,entropy_lag1,entropy_lag2,entropy_delta,commit_delta,churn_ratio,entropy_rolling3
2022-11,7.6821249281295705,284.0,36.71478873239437,7.433098591549296,2022-11,1,rails,6.810828506059578,7.635414151670539,0.8712964220699924,35.0,0.8316318391899679,7.376122528619896
2022-12,7.560259335784802,278.0,47.50359712230216,101.15107913669065,2022-12,1,rails,7.6821249281295705,6.810828506059578,-0.12186559234476846,-6.0,0.31955669554060795,7.351070923324651
2023-01,8.177625640111472,535.0,105.67289719626169,119.2392523364486,2023-01,1,rails,7.560259335784802,7.6821249281295705,0.6173663043266702,257.0,0.46984076856383084,7.806669968008616
2023-02,5.595327789081033,474.0,120.4957805907173,123.23417721518987,2023-02,1,rails,8.177625640111472,7.560259335784802,-2.5822978510304395,-61.0,0.4943823142421375,7.111070921659102
2023-03,7.687921684753637,396.0,39.378787878787875,42.44444444444444,2023-03,1,rails,5.595327789081033,8.177625640111472,2.0925938956726045,-78.0,0.48126658847631065,7.153625037982047
2023-04,7.211294016699913,318.0,47.166666666666664,15.047169811320755,2023-04,1,rails,7.687921684753637,5.595327789081033,-0.47662766805372403,-78.0,0.7581378891912107,6.831514496844861
2023-05,7.48404035942434,388.0,32.05154639175258,17.84278350515464,2023-05,1,rails,7.211294016699913,7.687921684753637,0.2727463427244272,70.0,0.6423885531148692,7.461085353625964
2023-06,7.187922551981861,299.0,33.57859531772575,12.17056856187291,2023-06,1,rails,7.48404035942434,7.211294016699913,-0.29611780744247973,-89.0,0.7339717815469363,7.294418976035371
2023-07,6.897253771613471,265.0,44.12452830188679,15.637735849056604,2023-07,1,rails,7.187922551981861,7.48404035942434,-0.2906687803683896,-34.0,0.7383342804700601,7.18973889433989
2023-08,7.903610811639302,305.0,22.2,9.042622950819672,2023-08,1,rails,6.897253771613471,7.187922551981861,1.006357040025831,40.0,0.7105677405586396,7.3295957117448785
2023-09,7.746745213866128,442.0,47.880090497737555,28.040723981900452,2023-09,1,rails,7.903610811639302,6.897253771613471,-0.15686559777317388,137.0,0.6306582829132892,7.515869932372968
2023-10,7.655314532913227,450.0,72.32666666666667,66.12,2023-10,1,rails,7.746745213866128,7.903610811639302,-0.09143068095290108,8.0,0.5224153705360254,7.76855685280622
2023-11,7.8141188744739924,341.0,38.27859237536657,18.39589442815249,2023-11,1,rails,7.655314532913227,7.746745213866128,0.1588043415607654,-109.0,0.6754113629188496,7.73872620708445
2023-12,6.8200649913327105,223.0,27.793721973094172,18.282511210762333,2023-12,1,rails,7.8141188744739924,7.655314532913227,-0.994053883141282,-118.0,0.6032116788190253,7.429832799573309
